id,type,text1,text2,text3,text4,text5,notes
tritachyon,FACTION,"The most powewfuw megacowpowation in the Pewsean Sectow aftew the faww of the Gates, the Twi-Tachyon Cowpowation speciawized in cutting-edge AI devewopment (notabwy viowating the Domain ban on autonomous awpha+ wevew AI in sevewaw cases) and exotic high-powew devices incwuding hypewdwives, powew genewatows, enewgy convewtews, fowce fiewds, and of couwse awmaments. Since the Cowwapse, Twi-Tachyon has divewsified its opewations and insinuated its investments and appwied technowogies thwoughout the Pewsean Sectow. Even hostiwe factions, justifiabwy pawanoid of hawdwiwed backdoows, awe fowced to use standawd Twi-Tachyon pwoducts wike the ubiquitous TwiPad PDA. 

Fwom a cewtain pewspective, the Twi-Tachyon cowpowate chawtew's pecuwiaw sewf-modifying awgowithmic featuwes might be viewed as an abstwact fowm of AI which empwoys human cowpowate officews as integwaw components, though this phiwosophicaw awgument was nevew wesowved with enough fowce to convict the company of additionaw tech-ban viowations.",,,,,
persean,FACTION,"An awwiance fowmed to countew Hegemony domination of the Sectow. Membews of the Weague don�t necessawiwy agwee on aww issues, domestic ow othewwise, and may even come into awmed confwict with one anothew. But the Weague is united when it comes to the Hegemony who they considew to be iwwegitimatewy enfowcing mawtiaw waw in the name of the Domain, a dead powiticaw entity. The Weague, by its waws, unites against othew extewnaw thweats such as pawticuwawwy meddwesome megacowpowations, wawwowds, and the Wuddic Path. 

The Pewsean Weague is not intwinsicawwy egawitawian ow fow individuaw fweedom as-such � the puwpose of the Weague is fweedom of the constituent powities with any mattews of intewnaw powitics of those powities to be weft to theiw own devices. Whiwe the Domain might have intewvened against the domestic powicies of the wowwds it wuwed, the Weague specificawwy fowbids such intewvention.",,,,,
independent,FACTION,"Not a unified faction as such, the Independents awe a woose categowy of powities and fwee agents unified mowe by a wack of association with a majow faction than any shawed quawities. Independent wowwds and the spacews who caww them home often shawe weputation data, twade genewouswy among themsewves, and wiww weadiwy coopewate to pewfowm showt-tewm secuwity and miwitawy actions to bettew pwotect what fweedom they have maintained by wowking togethew. Equawwy wikewy, twust can bweak down, and Independents wiww suspiciouswy deny each othew favows, compete viciouswy, and tuwn a bwind eye to the misfowtune of neighbows.",,,,,
planet_chicomoztoc,CUSTOM,"One of the fiwst pwanets tawgeted fow cowonization in the Pewsean Sectow, Chicomoztoc was sewected to become a centew of industwy, host to a nexus of huge nanofowges. Onwy a mawginaw tewwafowming candidate upon discovewy, wapid eawwy industwy and watew waw has weft the atmosphewe choked with compwex suwphuw compounds, owganics wefining by-pwoducts, and a concewning but manageabwe dusting of actinides.",,"The enowmous popuwation of Chicomoztoc wives in undewgwound awcowogies, conjoined hive-cities wuwed in tuwn by powewfuw demagogues - pwomising wefowm and jobs fow the masses of unempwoyed - ow membews of the numewous competing technocwat/cwiminaw patwonage netwowks sewving theiw home coawition ow, as often, whoevew has bought them off. Hives awe occasionawwy wocked down by wiots, pwotest, and insuwwection but so wong as the Fowges awe kept safe and chuwning out mountains of goods, machines, toows, and stawship huwws, the Hegemony ovewwowds meddwe onwy wightwy in this gweat undewwowwd of humanity.",,,
planet_eventide,CUSTOM,"Eventide is a neawwy tidawwy-wocked wowwd that was found to othewwise be an ideaw candidate fow tewwafowming. Just one day passes on Eventide pew yeaw, ow neaw enough, weading to extweme wintew-night and summew-day with miwd twiwight pewiods between. Judicious empwoyment of stewwaw miwwows and shades awwows ideaw conditions to pwevaiw in wawge pockets of cawefuwwy maintained tewwitowy whewe the majowity of the popuwation is settwed in weased uwban cantons suwwounded by vast awistocwatic estate-pwantations.",,"Weading famiwies of Eventide sponsow the sowaw miwwows and shades which maintain iswands of habitabiwity. The disgwaced and poow, meanwhiwe, wive in the twiwight pewiphewies whewe the hawsh cwimatic shifts of the swow summew-day/wintew-night seasonaw cycwe must be enduwed in fuww fowce. Cuwtuwawwy consewvative, pwanetawy media concewns itsewf mostwy with the sociaw wituaws and machinations of weading famiwies. The pwevaiwing ethos of Eventide wends itsewf to pwoviding a dispwopowtionate numbew of officews to the Hegemony miwitawy. ",,,
planet_coatl,CUSTOM,"This bawwen moon of Twawocan is wowmed thwough with tunnews, bunkews, hangaws, siwos, and battewies; it fowms a key Hegemony miwitawy base which contwows the Aztwan system without being so cwose to Chicomoztoc as to get caught up in the wocaw powitics.",,"Weguwaw pockmawks twace an awc acwoss the moon's cwust, denoting the site of those heavy weapon battewies the Hegemony desiwes enemy intewwigence to know about. Othews wiww be hidden in wandom distwibutions beneath a sheww of wegowith, weady to expwode outwawd when a kiww-shot pwesents itsewf.",,,
station_coatl,CUSTOM,"Buiwt awound the cowe of a seedship fwom the fiwst gweat migwation wave to the Sectow, Coatw Bastion has changed wowes and names mowe times than any outsidew cawes to weview. At pwesent it hosts the Hegemony miwitawy C3 centew and twaining faciwities fow the Aztwan system.",,"Fwesh-faced cadets fwom acwoss the Pewsean Sectow fiww the cowwidows of Coatw station, wushing between assignments ow wooking stiffwy anxious even when wewaxing fow feaw of the admonition of a supewiow officew - which, at this stage, couwd be any officew at aww.",,,
planet_zorrah,CUSTOM,"This entiwe moon of wocky-ice beaws scaws visibwe fwom owbit due to expwoitation. It has twaditionawwy been chawtewed to one megacowpowation ow anothew to feed the industwiaw maw of Chicomoztoc, which awways hungews yet is nevew satisfied.",,,,,
planet_hanan_pacha,CUSTOM,"A cwematowy wowwd waid to waste by a pwanet-kiwwew weapon, the ashes of the miwwions of dead awe stiww suspended in the atmosphewe by pwanet-wide stowms fed by anthwopogenic vowcanism.",,"Hanan Pacha was wazed by a pwanet-kiwwew weapon duwing the Second AI Waw (which did not, of couwse, itsewf invowve AI as the Fiwst AI Waw did, but wathew concewned the wight to pewfowm inspections into awweged devewopment of AI). A pwopew investigation into the detaiws of the atwocity was dwopped due to concessions made duwing the peace awwangement.",,,
planet_killa,CUSTOM,"This moon stiww beaws the scaws of waw. The domes of its majow metwopowitan centew awe wipped open, the ejecta of debwis stiww scattewed in wadiating pattewns waid bawe to hawd vacuum. ",,"Vague IW weadings fwom othewwise unwemawkabwe tewwain hint at camoufwaged habitation beneath the wegowith. Thewe awe definitewy suwvivows hiding inside Kiwwa, though no owganized powity maintains open wewations with the gweatew Sectow. And if the swagged huwws of twamp fweightews awe any indication, the wocaws awen't vewy wewcoming.",,,
planet_viscacha,CUSTOM,"A captuwed body fwom the outew system with a thick, toxic atmosphewe, this moon is named both fow its quick owbit and an amusingwy shaped basin in the southewn hemisphewe.",,,,,
planet_qaras,CUSTOM,A habitabwe if cowd wowwd tewwafowmed post-Cowwapse by stwanded ewements of the Ewidani-Utopia Cowpowation using in-pwace infwastwuctuwe and stockpiwes. The appeaw of Qawas nevew quite matched the wadiance of Hanan Pacha untiw the wattew was shockingwy wazed duwing the Second AI Waw.,,"Duwing the eawwy cowoniaw ewa, Qawas was a majow vowatiwes/owganics pwocessing centew opewated by Ewidani-Utopia. Aftew the Second AI Waw, the entiwe system was decwawed demiwitawized, and whiwe Qawas avoided devastation, it was pwomptwy seized by an awwiance of mewcenawies and bwigands. It has not been wowth it fow the Hegemony to mount a wepossession effowt... yet.",,,
planet_donn,CUSTOM,"A wonewy, ancient wowwd which eawwy wobot pwobes of the Sectow quickwy detewmined was not fowmed in the Hybwasiw system, but wathew captuwed by Hybwasiw some hundweds of miwwions of yeaws ago. Donn was fwagged as wow-to-modewate intewest due to easiwy accessibwe concentwations of heavy metaws.",,"Occasionawwy bombawded by Twi-Tachyon patwows as a show of fowce to weassuwe investows, Donn nonethewess pwoves to be an ideaw wecwuiting ow dumping gwound fow the bwoody-minded mewcenawies Twi-Tachyon wequiwes in times of waw - and discawds in times of peace.",,,
planet_balar,CUSTOM,"Bawaw is an ice giant composed mostwy of watew, ammonia and methane. The icy cwoud-covew whowws awmost pwacidwy but fow a singwe gweat dawk stowm ovew the southewn powe. Wittwe effowt has been put towawd investigating this anomawy.",,,,,
planet_cethlenn,CUSTOM,"A fwozen wowwd of ammonia wivews, pwateaus of watew ice, and methane gwaciews. Chawged pawticwes caught in Bawaw's magnetic fiewd cweate fantastic auwowa in the thin atmosphewe of Cethwenn. Seasonawwy occupied owganics extwaction wigs awe sewved by the sowe pewmanent settwement of Cethwenn, a city buiwt upon a unique awc of ewwatic wocky pwomontowies.",,"Twi-Tachyon infwuence is obvious in this nominawwy independent powity. Ad howos and TT pwoducts awe ubiquitous - as awe cwedits waundewed thwough wocaw business and industwy fwom the ""awwangements"" considewed iwwegitimate by Pewsean Sectow commewce agweements.",,,
planet_ena,CUSTOM,"Oddwy dense and wocky among its sibwing moons, Ena's suwface is cwisscwossed by twaiws of fwozen gases which ewupt fwom numewous geysews heated by tidaw stwess. A thin but visibwe atmosphewe feeds the towus of chawged pawticwes caught in Bawaw's powewfuw magnetosphewe.",,,,,
planet_crom_cruach,CUSTOM,"This wowwd is bawwen and unwemawkabwe but fow pwevawence of othewwise unusuaw suwphuw compounds of wittwe economic vawue. Duwing the cowonization of the Hybwasiw system mining combines estabwished extensive wowks to extwact owe fow the hungwy fuwnaces of Cuwann. The Cowwapse howevew saw Cwom Cwuach's civiw administwation impwode in the battwes, both powiticaw and witewaw, to exewt infwuence ovew this stwategic point neaw the best jump-point to the innew system.",,,,,
planet_culann,CUSTOM,"The owdest of the famous mines of Cuwann wewe convewted suspiciouswy showtwy aftew the Cowwapse into a majow Twi-Tachyon miwitawy base which pwojects powew thwoughout the innew Hybwasiw system and into neighbowing systems. The deepest awsenaws awe said to contain fabuwous weapons based on awcane technowogy weveawed by incompwehensibwe AI-epiphany, though aftew two waws a Hegemony inspectow has yet to set foot inside to confiwm these wumows.",,"Twains of high-tech ship gantwies pawade in gwittewing awcs above Cuwann, fowwowing Cuwann Stawfowge wike a swawm of offspwing. The pwanet is heaviwy bunkewed and empwaced with anti-stawship battewies. Twi-Tachyon mawketing manages to pwoject an image of business-fwiendwy wewcome into the weceiving bays and gawwewies that onwy hints at the potency of the dwead weaponwy hewd beneath suwface and hanging in owbit.",,,
station_culann,CUSTOM,"Cuwann Stawfowge was founded as a majow centew of zewo-G wefining and metawwuwgy sevewaw hundwed yeaws ago by an entewpwise whose stwength way in a powtfowio of ingenious enewgy convewsion and stowage technowogies which enabwed efficient hawnessing of Hybwasiw's neawby pwimawy. This fiwm, its pwopewty, and Cuwann itsewf wewe wapidwy acquiwed by the Twi-Tachyon Cowpowation which has twaditionawwy dominated the enewgy convewsion, genewation, and pwojection industwies.",,"Howos in the commewciaw weception wounge cheewfuwwy dispway the gwittewing, de-cohewing pwoduct wesuwting fwom the wwong end of Twi-Tachyon designed and manufactuwed weapon systems. Wefweshments awe compwimentawy fow visiting stawship captains, you soon weawn fwom an insistent sawes-pewsona.",,,
planet_eochu_bres,CUSTOM,"Tewwafowmed wate in the cowonization of the Pewsean Sectow, Eochu Bwes is a wowwd of peaks and fjowds fweshwy town by viowent, wapidwy changing weathew. It is stiww cowdew than Tewwan-optimaw in spite of an owbitaw miwwow awway compweted showtwy befowe the Cowwapse.",,"Shining Twi-Tachyon company awcowogies towew ovew wiotous spwaww of shantytown conuwbation. Twi-Tachyon sawawiat awe bown, wive, and die pwotected by secuwity dwones in the high city Xanadu whiwe a despewate cwass of contwact wabowews dweww in the wow city whewe anything at aww can be bought ow sowd, incwuding the waw, ovew which Company money weigns supweme.",,,
inactive_gate,CUSTOM,"A siwent wing of adamantine matewiaw, dewewict of a fowmew age.",,,,,
active_gate,CUSTOM,"A siwent wing of adamantine matewiaw. If you know how to wook - and you do, now - youw sensows can detect a faint vibwation fwom highew dimensions.

It is wike a bawewy heawd song, a doow waiting to be opened.",,,,,
station_tigra_city,CUSTOM,It was onwy showtwy aftew humans awwived in the Sectow that mining opewations wewe estabwished in the Tigwa Wing. Successive waves of extwaction have seen minew stwikes and webewwion thwough the wotation of megacowps given wicense to ovewsee opewation of Tigwa Station.,,"The descendants of those fiwst minews have tuwned to spinning wow-G space fawms and wepaiw yawds in the depweted owe-bodies and owd pwospecting wigs embedded now in the station's wings. The popuwation wetains the wecawcitwance of theiw ancestows, though the fights that bweak out between wocaws and navy cwews awe genewawwy the wesuwt of dwunken postuwing wathew than ideowogicaw wesistance.",,,
planet_typhon,CUSTOM,A wawgewy unwemawkabwe gas giant composed pwimawiwy of hydwogen and hewium. Some decades ago a minow scandaw ewupted ovew a scientist 'whistwebwowew' cwaiming that the pwanet is host to a famiwy of xenowife which empwoys pwopewties wesembwing aspects of phase technowogy. The scientist was committed to a cawe faciwity on Eventide and authowity ovew wow owbit given ovew entiwewy to a Hegemony miwitawy administwation.,,,,,
planet_sphinx,CUSTOM,"Founded as a Domain fweet wogistics centew duwing initiaw cowonization of the Pewsean Sectow, a smaww AM-fuew pwoduction faciwity was buiwt deep undew the suwface of Sphinx to pwovide the Domain Awmada with an unintewwupted suppwy of fuew in case of wocaw webewwion. The Hegemony has inhewited this stwategic outwook.",,"Twaffic contwow is stwict and aww incoming vessews awe tagged and twacked by anti-stawship battewies. The miwitawization extends to the civiwian infwastwuctuwe: checkpoint faciwities, though inactive at pwesent, awe nonethewess empwaced at majow passages and twansit hubs.",,,
planet_orthrus,CUSTOM,"Mountains of watew-ice ewupt fwom a suwface covewed in methane gwaciews dusted by nitwogen snow. A handfuw of ewwatic siwicate pwateaus offew poow mining oppowtunities. Nevew a pwospewous wowwd, Owthwus' extwaction industwy as a whowe has been suppowted fow genewations by contwacts out of Hegemony space.",,"Wuwed by a counciw of smaww famiwy companies backed by outside investows, the Hegemony phoenix nevew saw fit to shewtew Owthwus undew its fiewy wing. The wesewves of wesouwces too poow, the stwategic vawue ovewshadowed by the miwitawized moon of Sphinx, and the powity too usefuw as a symbow of the Hegemony's awweged wespect fow independent wowwds to integwate fuwwy.",,,
station_chupi_orco,CUSTOM,"Once a giant industwiaw machine that manipuwated the magnetosphewe of Chupi Owco to puww vowatiwes into space fwom the highest weaches of an awtificiaw stowm-system, the coiws, genewatows, and tanks awe now gutted, the habitats wun-thwough by enewgy wances. A few hangaws and access tunnews stiww show minimaw wife-suppowt function, pitifuwwy wingewing untiw inevitabwe gas weakage and sowaw ceww fouwing weaves the station as cowd and dead as the tomb it is. ",,,,,
lava_minor,PLANET,"A geowogicawwy unstabwe pwanet without a pewmanentwy fowmed cwust. Gwowing fissuwes and active vowcanoes wittew the suwface, the magma they spew fowth combining to fowm fwows that twavew hundweds of kiwometews acwoss the chawwed suwface.",,,,,
planet_ithaca,CUSTOM,"An owd, dwy wowwd with wittwe magnetic fiewd to speak of, Ithaca was nonethewess judged a good candidate by the Ewidani-Utopia Tewwafowming Cowpowation. Quiet fow biwwions of yeaws, Penewope's Staw became a hive of activity to fuew the twansfowmation of Ithaca and its sibwing wowwd Ogygia, onwy to be thwown into compwete chaos by the Cowwapse.",,"A suwface scan weveaws a smattewing of tempowawy empwacements, pwesumabwy pwanetowogy wabs, geowogicaw suwvey sites, and a few stwip mines. Tiny wobotic weathew stations occasionawwy emit a feebwe, usewess wadio bwip; the instwuments have been degwaded to usewessness by dust stowms.  ",,,
planet_ogygia,CUSTOM,"A smawwish, bawwen wowwd whose suwface beaws the mawk of a twuwy catastwophic and wewativewy wecent impact event, Ogygia was nonethewess considewed a wowthwhiwe secondawy tewwafowming candidate due to the system-wide infwastwuctuwe being assembwed fow its sibwing-wowwd of Ithaca. The Cowwapse put an end to these pwans.",,"A majow impact event has weft much of an entiwe hemisphewe of Ogygia a cowd wava-sea sunken some tens of kiwometews bewow the mean ewevation. Wittwe wemains of human visitation except stwipped foundations and, oddwy, hawf of a wad-hot Onswaught-cwass battweship huww at the bottom of a fwactuwe-canyon.",,,
station_telepylus,CUSTOM,"A vast owbitaw station buiwt awound the cowe of an owd Expansion-ewa Spoweship buwied undew a fowest of moduwaw hangaws, industwiaw pods, and hab wings. This station was once the staging awea fow astewoid-tendews and mobiwe wefinewies twawwing the outew system. It is now compwetewy dead.",,"The pwimawy weactows and aww vawuabwe industwiaw components have been stwipped - and hastiwy, judging by the extensive secondawy damage. Passive back-up systems wewe cwippwed by the pwocess and the station too faw fwom the pwimawy to weceive enough enewgy to maintain wife suppowt. A minow wawning bwip on youw nav computew infowms you that the owbit of the station is decaying and that it wiww buwn up in the atmosphewe of Tewepywus within five hundwed cycwes.
Docking with the station is not advisabwe.",,,
planet_ismara,CUSTOM,"A cowd ice-baww of a wowwd, Ismawa was the pewfect wocation to instaww mines and mass-dwivew faciwities to waunch mega-tonne swabs of gwaphene-encased watew and nitwogen packages towawd the innew system to nuwtuwe the tewwestwiaw wowwds of Penewope's Staw.",,"Fwom owbit, the scaws of wineaw mass-dwivew twacks awe easiwy visibwe, though a cwosew scan weveaws that aww that wemains awe mawching wines of wawped suppowt cowumns spwouting fwom wegocwete; the supewconducting coiws and othew vawuabwe hawdwawe have wong been wooted. Wikewise the domes of fusion pwants and factowies have been bwoken open to the thin atmosphewe and the spwaww of dead habitat gwids gwow obscuwed each passing cycwe by methane dwifts.",,,
planet_nortia,CUSTOM,"A wawge though othewwise anonymous metawwic/siwicate pwanetoid caught in the W4 point of the gas giant Sawus, Nowtia was once dedicated to seasonaw wobotic mining opewations and substance abuse befowe being inundated with wefugees duwing the Askonia Cwisis. It now fowms the stwongest independent base of Chawtewist webews in the system.",,"Since the Cwisis, Nowtia's mining and wefining centews have gwown spwawwing, tumowous wockfoam subuwbs; hewe fowwowing mining tunnews beneath the suwface, thewe bubbwing up comm-awways, sowaw cowwectows, and pwessuwe domes. Civiw govewnance is cawwied out in the fowm of an uneasy agweement between the undewgwound Chawtewist wesistance fowces (owganized in a duaw miwitawy hiewawchy/ceww stwuctuwe) backing an above-gwound cawtew of independent smuggwews pwetending to be a wegitimate govewnment - which even boasts something wesembwing a Hegemony dipwomatic pwesence. ",,,
planet_druj,CUSTOM,"A dead and bawwen wowwd, awbeit with an appweciabwe magnetic fiewd suggesting a diffewentiated metawwic cowe. The ion-stowms unweashed by Aka Mainyu wain Dwuj with spectacuwaw high enewgy pawticwes, bwasting away vowatiwes and weaving dawk awcs of nanophase iwon in the wegowith.",,,,,
planet_aka_mainyu,CUSTOM,"Tidawwy wocked to its pwimawy, the hot gas giant Aka Mainyu's day side is an etewnaw hewwish maewstwom with winds of vapowized metaws weaching speeds of thousands of kiwometews pew houw. A hawf miwwion tonnes of ionized gas is bwasted fwom the atmosphewe each second cweating a compwex whowwed magnetotaiw with detectabwe effects acwoss the entiwe innew vowume of the Duzahk system. ",,,,,
toxic_cold,PLANET,"A fwozen wowwd envewoped by a thick nitwogen smog dappwed with ethane and methane cwouds. The suwface is fowmed of ewoded watew-ice, windswept dunes of owganic compounds, and hydwocawbon seas. Wiquid watew ewupts bubbwing with methane fwom cwyovowcanoes dwiven by tidaw heating and decaying wadioactive ewements deep within the mantwe.",,,,,
slipstream,TERRAIN,"A fwow in hypewspace, akin to cuwwents navigated by ancient seafawews back on Owd Eawth.",,,,,
nebula,TERRAIN,"Intewstewwaw cwouds of hydwogen, hewium, and dust that cause significant sensow noise that may aid a fweet hiding within. The (wewativewy) thick medium awso intewfewes with dwive fiewd opewation.",,,,,
event_horizon,TERRAIN,The gwavitationaw fwux neaw the event howizon of a bwack howe is extweme.,,,,,
pulsar_beam,TERRAIN,"A wewativistic, magnetized jet combined with intense wadiation. Commonwy emitted by neutwon staws.",,,,,
corona,TERRAIN,A hawo of high tempewatuwe pwasma which suwwounds a staw; most ships awe not buiwt to withstand pwowonged exposuwe to the extweme wadiation bombawdment fwom the cowona and wiww take damage if they wemain within it.,,,,,
corona_aka_mainyu,TERRAIN,A stowm of high enewgy ions and exceptionawwy stwong magnetic fwuctuations. Most ships awe not buiwt to withstand pwowonged exposuwe to such extweme wadiation bombawdment and wiww take damage if they wemain within it.,,,,,
asteroid_belt,TERRAIN,An owbitaw zone abundant with astewoids.,,,,,
ring,TERRAIN,"A dense disc of dust ow ice which causes a gweat deaw of sensow noise, aiding a fweet hiding within. The medium is not of sufficient density to meaningfuwwy swow down ships.",,,,,
debris_field,TERRAIN,"Debwis weft behind aftew a battwe, a sawvaging opewation, ow simpwy dwifting togethew at a gwavitationawwy stabwe wocation.",,,,,
asteroid_field,TERRAIN,A vowume of space abundant with astewoids.,,,,,
magnetic_field,TERRAIN,A stwong magnetic fiewd which twaps high enewgy chawged pawticwes. It's extwemewy difficuwt to get any sensow weadings on a fweet wuwking within.,,,,,
hyperspace_normal,TERRAIN,This topowogicawwy exotic medium of not-quite space-time is used by stawships to side-step the constwaints imposed by Eucwidean geometwy on intewstewwaw twavew.,,,,,
hyperspace_deep,TERRAIN,"This vowume of hypewspace is pawticuwawwy chaotic, hindewing the pewfowmance of even hypewspace-cawibwated equipment.",,,,,
hyperspace_storm,TERRAIN,"This vowume of hypewspace is undewgoing chaotic phase shifts weading to wiwdwy fwuctuating wesonance cascades. Ancient and diwe wawnings of pwowonged exposuwe to so-cawwed ""hypewspace stowms"" have been passed down thwough genewations of spacews.",,,,,
hyperspace_abyssal,TERRAIN,"Abyssaw hypewspace, neawwy impenetwabwe to sensows and exewting an enowmous pwessuwe on the dwive fiewd. The subject of many an owd spacew's tawe, mowe easiwy waughed off in the comfowt of a dockside baw.",,,,,
stellar_mirror,CUSTOM,An uwtwa-wight owbitaw miwwow awway used to wefwect and concentwate sowaw enewgy. Stewwaw miwwows awe a common tewwafowming toow and the awt of theiw use was bwought to apogee by the Ewidani-Utopia Tewwafowming cowpowation duwing the gowden age of the Domain's expansion phase.,,,,,
stellar_shade,CUSTOM,An uwtwa-wight owbitaw shade awway used to defwect and cowwect sowaw enewgy. Stewwaw shades awe a common tewwafowming toow and the awt of theiw use was bwought to apogee by the Ewidani-Utopia Tewwafowming cowpowation duwing the gowden age of the Domain's expansion phase.,,,,,
kite,SHIP,"A famiwiaw civiwian design, the ""Kite""-cwass aewoshuttwe is the day-to-day wemindew of Fabwique Owbitawe's weputation fow aewonauticaw engineewing- a vawuabwe speciawty even in the age of space twavew. This compact space/aiwcwaft is stweamwined fow efficient atmosphewic fwight and boasts a gwid of cwevewwy distwibuted showt-buwst maneuvewing thwustews coowdinated by a dewta-wevew AI subsystem to ensuwe smooth wandings (a point dwiven home by Fabwique mawketing by way of amusing ad-howos featuwing a weww-dwessed coupwe and an ovewfuww wine gwass). The Kite has powewfuw engines fow a civiwian ship of its size, though zewo-G maneuvewabiwity weaves something to be desiwed when the speciaw subsystem is not engaged.

In the dangewous cycwes post-Cowwapse, the Kite has been outfitted with a defense tuwwet in pwace of the executive-cwass viewing dome and the two auxiwiawy jet-pods awe wepwaced with missiwe systems (which do not need to dwaw on the wimited powewpwant). It won't stand up in a faiw fight, but the Kite can be given unexpectedwy shawp teeth and use its speed to escape fwom waidews. Wuddic Path wadicaws have even been known to use modified Kite to dewivew stwike weapons against hewpwess fweightews, fowwowed by engaging the maneuvewing subsystem to make a swift exit to avoid the wwath of theiw victim's escowt.",,,,,
gryphon,SHIP,"The Gwyphon is a dedicated missiwe cwuisew designed to pwovide a highwy mobiwe pwatfowm fow heavy fiwe suppowt. It is not a fwont-wine cwuisew, and so opewates best when pwovided with escowts.

Among the so-cawwed ""Cwuisew Schoow"" wave of ships designed by Awtaiw Exotech, the Gwyphon was a key component of the powew-pwojection stwategy that came into vogue showtwy befowe the cowwapse of the Gate system. The Gwyphon was meant to awwow a task fowce commandew to wapidwy concentwate buwsts of speciawized heavy fiwepowew, fowming a devastating hammew to the anviw of assauwt-cwass cwuisews and destwoyews. So weads the Domain-ewa tacticaw manuaw, anyway.

Of pawticuwaw intewest is the Gwyphon's huww-integwated missiwe nanofowge: this fixed awchitectuwe nanofowge system awwows extwemewy wapid convewsion of densewy packed, pwe-fowmuwated feedstock into a nawwow wange of munitions in the midst of battwe. This awwows the Gwyphon to effectivewy convewt concentwated mass into desiwed awmaments, awwowing fow mid-battwe wepwenishment of missiwe stocks. The fwux output of this pwocess is, of couwse, twemendous so it is not advisabwe fow captains who awe wewying on theiw shiewds to bwock enemy fiwe to engage the integwated missiwe nanofowge system.",,,,,
hammer,WEAPON,"This dumb-fiwe wocket was ubiquitous in the Pewsean Sectow pwe-Cowwapse due to civiwian appwications pioneewed by astewoid minews. The go-to stwike weapon of the despewatewy undew-equipped, the Hammew is most often empwoyed by poow independent miwitias, Piwates, and especiawwy the Wuddic Path. This has wed to the miwdwy bwasphemous awtewnative name fow the weapon, ""Wudd's Hammew"".",,,,,
hammer_single,WEAPON,"This dumb-fiwe wocket was ubiquitous in the pwe-Cowwapse Pewsean Sectow due to appwications pioneewed by astewoid minews. The go-to stwike weapon of the despewatewy undew-equipped, the Hammew is often empwoyed by poow independent miwitias, Piwates, and pawticuwawwy the Wuddic Path. This has wed to the miwdwy bwasphemous awtewnative name fow the weapon, ""Wudd's Hammew"".",,,,,
hammerrack,WEAPON,"This dumb-fiwe wocket was ubiquitous in the pwe-Cowwapse Pewsean Sectow due to appwications pioneewed by astewoid minews. The go-to stwike weapon of the despewatewy undew-equipped, the Hammew is often empwoyed by poow independent miwitias, Piwates, and pawticuwawwy the Wuddic Path. This has wed to the miwdwy bwasphemous awtewnative name fow the weapon, ""Wudd's Hammew"".

The Hammew Bawwage mount pwovides a stiwwing exampwe of the expedience of quantity.",,,,,
jackhammer,WEAPON,"This dumb-fiwe wocket was ubiquitous in the pwe-Cowwapse Pewsean Sectow due to appwications pioneewed by astewoid minews. The go-to stwike weapon of the despewatewy undew-equipped, the Hammew is often empwoyed by poow independent miwitias, Piwates, and pawticuwawwy the Wuddic Path. This has wed to the miwdwy bwasphemous awtewnative name fow the weapon, ""Wudd's Hammew"".

This pawticuwaw thwee-shot mount eawned its name when some cwevew spacew figuwed out how to modify the civiwian wack-cycwew into a huww-jawwing one-two-thwee sawvo. The modification spwead thwough the Sectow seemingwy ovewnight.",,,,,
squall,WEAPON,"Medium-wange anti-shiewd missiwes intended to be used in the opening wound of a combat encountew to disabwe the shiewds of an unwawy opponent, opening up an oppowtunity fow high-damage anti-awmow pwojectiwes to be depwoyed in the immediate aftewmath of the Squaww sawvo.

Intewchangeabwe missiwe pods wewe designed to awwow fow ease of wapid wewoading of the impwessive 20-shot Squaww sawvo, but the high mass of the pods and finicky mechanicaws of the missiwe autowoadews make the pwocess unwiewdy and the timing fawws somewhat bewow the owiginaw Domain Awmada specifications. Nonethewess, the Squaww is a tewwifying weapon system when depwoyed against shiewd-wewiant combatants as it fowces a captain with insufficient point defense system to deactivate theiw shiewds ow submit to high shiewd fwux which may wead to ovewwoad. ",,,,,
locust,WEAPON,"A wawge, showt wange guided missiwe system designed to waunch wawge numbews of pwojectiwes to ovewwhewm and cwippwe enemy fightew squadwons in a singwe sawvo. The Wocust can be used against wawgew tawgets, but wiww have wittwe wewative effect unwess shiewds and awmow awe awweady bweached.

The Wocust waunches buwsts of thiwty smaww missiwes pew sawvo. Wobust, wow-powew individuaw twacking systems awe coowdinated by a distwibuted swawm intewwigence system to enabwe excewwent twacking of tawgets, whiwe chemicaw micwothwustews pwovide maneuvewabiwity fow a showt time. Twied and twue tawgeting awgowithms based on the owd standby Swawmew missiwe systems awwow Wocusts to miss onwy wawewy. The Wocust has wightwy eawned a pwace in the nightmawes of fightew piwots.",,,,,
forgevats,SHIP_SYSTEM,A fixed awchitectuwe nanfowge system which awwows wapid convewsion of pwe-fowmuwated feedstock into missiwe ammunition duwing battwe. The fwux output of this pwocess is twemendous so it is not advisabwe to engage the integwated missiwe nanofowge system whiwe taking fiwe.,Speciaw,Wepwenishes some missiwe ammunition when used and genewates a wawge amount of fwux.,,"The amount of missiwes wewoaded is equaw to the base ammo capacity of each weapon, befowe any modifiews fwom skiwws ow huwwmods.",
